id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,mat2,slo2,ang2,mat3,slo3,ang3,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,ponavljanje,passed_year3,year3_overall
1980,3,3,3,4,3,2,4,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
1981,2,2,2,2,2,2,3,2,2,2,2,2,2,0,0,0,0,63,4,0,False,True,2.08
1982,3,2,3,3,3,3,2,2,3,2,2,2,3,0,0,0,0,54,3,0,True,True,2.39
1983,4,5,4,5,5,4,4,4,4,4,4,4,4,1,1,0,0,2,0,0,False,True,3.95
1984,3,2,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,76,3,0,True,True,2.08
1985,3,4,2,2,4,2,3,3,2,3,3,3,2,0,0,0,0,25,0,0,True,True,2.7
1986,4,3,4,4,5,4,4,4,4,4,4,4,4,2,0,0,0,1,0,0,False,True,3.94
1987,5,5,5,5,5,5,5,5,5,5,5,5,5,9,7,5,2,0,0,0,False,True,5.0
1988,3,2,3,4,2,2,4,2,2,3,3,2,3,0,0,0,0,46,0,0,True,True,2.7
1990,3,2,4,3,2,3,4,3,3,3,3,3,3,0,0,0,0,28,2,0,False,True,2.99
1991,5,5,5,5,5,5,4,5,5,5,5,5,5,8,8,0,0,0,0,0,False,True,5.0
1992,4,4,4,4,3,4,4,4,4,4,4,4,4,2,1,0,0,5,0,0,False,True,3.97
1993,3,4,2,3,3,2,3,3,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
1994,3,3,2,3,2,3,2,2,3,2,2,2,2,0,0,0,0,68,3,0,True,True,2.08
1995,4,5,4,4,4,3,3,3,3,3,3,3,3,1,0,0,0,19,0,0,True,True,3.02
1996,4,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,61,5,0,False,True,2.08
1997,3,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,54,3,0,True,True,2.08
1998,3,2,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,64,2,0,False,True,2.09
1999,5,5,5,5,5,5,5,5,5,5,5,5,5,9,6,5,2,0,0,0,False,True,5.0
2000,4,3,4,4,4,4,3,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2001,4,5,4,3,5,4,3,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
2002,5,5,4,4,3,4,4,4,4,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
2003,3,3,2,3,3,2,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
2004,3,5,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
2005,3,5,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
2006,3,3,2,2,3,3,2,3,3,3,2,3,3,0,0,0,0,25,1,0,False,True,2.69
2007,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,59,3,0,False,True,2.08
2008,5,5,4,4,4,5,5,5,5,5,5,5,5,7,5,0,0,0,0,0,False,True,5.0
2009,3,4,2,2,3,2,2,2,2,3,2,2,3,0,0,0,0,53,6,0,False,True,2.37
2010,3,2,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,75,2,0,False,True,2.09
2011,3,4,4,2,2,3,3,3,3,3,3,3,3,1,0,0,0,21,0,0,False,True,3.02
2012,4,3,4,5,3,4,5,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2013,3,3,2,2,2,2,3,2,2,2,2,2,2,0,0,0,0,64,3,0,False,True,2.08
2014,4,4,3,4,3,3,4,3,3,3,3,3,3,0,0,0,0,39,0,0,False,True,3.0
2015,4,4,3,4,4,3,3,3,3,3,3,3,3,1,0,0,0,23,0,0,False,True,3.02
2016,5,5,5,5,4,5,5,5,5,5,5,5,5,7,4,0,0,0,0,0,False,True,5.0
2017,4,4,4,4,3,3,4,3,3,3,3,3,3,1,0,0,0,24,0,0,False,True,3.02
2018,4,5,5,4,5,4,4,4,4,4,4,4,4,1,1,0,0,7,0,0,False,True,3.95
2019,4,3,5,4,4,3,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
2020,5,5,5,4,4,5,3,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
2021,3,4,4,4,2,3,2,2,2,2,2,2,2,0,0,0,0,69,4,0,False,True,2.08
2022,3,5,2,3,3,3,4,3,3,4,3,3,3,0,0,0,0,22,1,0,False,True,3.0
2023,3,2,2,2,2,2,3,3,2,2,3,2,2,0,0,0,0,77,6,0,False,True,2.37
2024,5,5,4,5,4,5,4,4,4,4,4,4,4,0,0,0,0,3,1,0,False,True,3.9
2025,4,4,5,5,3,4,4,4,4,4,4,4,4,2,0,0,0,3,0,0,False,True,3.94
2026,3,3,3,3,2,3,3,2,3,3,3,3,3,1,0,0,0,27,0,0,False,True,3.02
2027,4,4,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
2028,2,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,73,5,0,True,True,2.08
2029,5,5,5,5,5,4,5,5,5,5,5,5,5,6,5,0,0,0,0,0,False,True,5.0
2030,5,5,4,3,5,4,5,5,5,5,5,5,5,7,5,0,0,0,0,0,False,True,5.0
2031,3,4,3,2,3,3,2,3,3,2,2,3,2,0,0,0,0,43,5,0,False,True,2.38
2032,3,3,3,3,2,2,3,2,2,3,2,2,3,1,0,0,0,64,5,0,False,True,2.4
2033,3,3,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,59,2,0,False,True,2.09
2034,4,4,5,4,4,4,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
2035,3,3,2,3,2,3,3,2,3,3,2,3,3,0,0,0,0,27,2,0,False,True,2.69
2036,4,3,3,3,4,4,3,4,4,4,4,4,4,0,0,0,0,11,0,0,False,True,3.9
2037,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
2038,5,4,5,5,5,5,5,5,5,5,5,5,5,10,7,5,3,0,0,0,False,True,5.0
2039,4,5,4,4,4,3,2,3,3,3,3,3,3,0,0,0,0,15,0,0,False,True,3.0
2040,3,4,2,3,3,2,3,3,3,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
2041,3,5,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,69,3,0,False,True,2.08
2042,3,3,3,3,2,3,3,2,3,3,3,3,3,0,0,0,0,32,2,0,False,True,2.99
2043,3,2,3,2,3,3,3,3,3,3,3,4,3,0,0,0,0,20,0,0,True,True,3.3
2044,3,3,2,3,4,2,3,3,2,3,3,2,3,0,0,0,0,27,0,0,False,True,2.7
2045,3,2,2,3,2,2,2,2,3,2,2,2,2,0,0,0,0,63,2,0,True,True,2.09
2046,3,5,3,4,3,2,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2047,4,4,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
2048,2,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,61,4,0,False,True,2.08
2049,4,5,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,11,1,0,False,True,3.29
2050,3,3,3,3,5,3,3,5,4,4,5,4,4,1,0,0,0,2,0,0,False,True,4.22
2052,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,70,4,0,False,True,2.08
2053,2,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,62,7,0,True,True,2.06
2054,4,4,3,4,4,3,3,4,3,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
2055,5,5,5,5,5,5,4,5,5,5,5,5,5,8,1,1,1,0,0,0,False,True,5.0
2056,4,5,2,2,4,2,3,4,3,3,4,3,3,1,0,0,0,15,0,0,False,True,3.32
2057,4,5,4,4,3,3,3,3,3,3,3,3,3,1,0,0,0,31,2,0,False,True,3.01
2058,2,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,65,5,0,False,True,2.08
2059,3,4,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,62,1,0,False,True,2.1
2060,4,3,4,4,3,4,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
2061,5,4,5,5,4,5,5,5,5,5,5,5,5,6,4,0,0,0,0,0,False,True,5.0
2062,3,5,2,3,4,2,3,3,2,3,3,2,2,0,0,0,0,30,2,0,True,True,2.39
2063,2,2,2,2,2,2,2,2,2,2,2,3,2,0,0,0,0,69,4,0,True,True,2.38
2064,5,5,4,5,5,5,5,5,5,5,5,5,5,9,6,4,1,0,0,0,False,True,5.0
2065,4,5,3,3,4,4,2,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
2066,4,4,4,4,5,3,3,5,3,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
2067,3,2,3,2,3,3,3,3,3,3,3,3,3,1,0,0,0,24,0,0,False,True,3.02
2068,4,5,5,4,4,4,4,4,4,4,4,4,4,2,1,0,0,3,0,0,False,True,3.97
2069,3,2,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
2070,5,4,5,5,4,5,5,5,5,5,5,5,5,8,6,4,1,0,0,0,False,True,5.0
2071,4,5,5,4,4,4,4,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
2072,5,4,5,5,4,5,5,5,5,5,5,5,5,9,8,6,4,0,0,0,False,True,5.0
2073,4,5,3,4,5,4,4,5,4,4,5,4,4,1,0,0,0,4,0,0,False,True,4.22
2074,3,5,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2075,3,4,4,3,2,4,2,3,3,2,3,3,3,0,0,0,0,12,0,0,False,True,3.0
2076,3,3,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,56,3,0,False,True,2.08
2077,3,4,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,56,4,0,False,True,2.08
2079,4,4,5,5,4,4,4,4,4,4,4,4,4,0,0,0,0,10,0,0,False,True,3.9
2080,3,3,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,59,3,0,False,True,2.08
2081,3,5,3,3,3,4,3,3,3,3,3,3,3,0,0,0,0,40,1,0,False,True,3.0
2082,2,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,52,2,0,False,True,2.09
2083,3,2,2,2,3,3,2,3,3,2,3,3,3,0,0,0,0,21,0,0,False,True,3.0
2084,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,65,3,0,False,True,2.08
2085,3,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,64,3,0,False,True,2.08
2086,4,4,3,3,3,2,4,3,2,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
2087,4,3,5,4,3,5,3,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
2088,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,5,0,0,False,True,3.95
2089,3,4,3,3,3,4,2,3,3,3,3,3,3,0,0,0,0,26,2,0,False,True,2.99
2090,4,5,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
2091,3,3,3,3,4,2,2,3,3,2,3,3,2,0,0,0,0,22,1,0,False,True,2.69
2092,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,False,True,5.0
2094,4,4,3,4,4,3,3,3,3,3,3,3,3,1,0,0,0,26,0,0,False,True,3.02
2095,5,5,5,5,5,5,4,5,5,5,5,5,5,10,10,7,1,0,0,0,False,True,5.0
2096,4,4,3,4,4,3,3,3,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
2097,4,5,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
2098,3,3,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,56,5,0,False,True,2.08
2099,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,65,3,0,False,True,2.08
2100,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,70,6,0,True,True,2.07
2101,3,3,3,3,2,3,3,3,3,3,3,3,3,0,0,0,0,27,2,0,False,True,2.99
2102,4,5,4,5,4,3,5,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
2103,4,3,3,3,2,3,5,3,3,4,3,3,4,0,0,0,0,11,2,0,False,True,3.29
2104,3,2,3,3,3,2,3,3,2,3,3,2,3,0,0,0,0,20,0,0,True,True,2.7
2105,3,2,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,64,5,0,False,True,2.08
2106,3,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,23,4,0,False,True,2.98
2107,5,5,4,5,5,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,False,True,3.92
2108,3,3,3,3,4,2,3,4,2,3,3,2,3,0,0,0,0,19,3,0,False,True,2.69
2109,4,4,3,4,2,3,4,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
2110,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,61,4,0,False,True,2.08
2111,3,3,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,74,7,0,True,True,2.06
2112,4,4,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
2113,3,2,3,4,3,3,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
2114,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0,0,4,0,0,False,True,3.96
2115,5,5,4,5,5,5,5,5,5,5,5,5,5,8,6,5,2,0,0,0,False,True,5.0
2116,4,3,3,4,2,2,3,2,2,2,2,2,2,0,0,0,0,66,3,0,False,True,2.08
2117,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,3,1,0,0,0,False,True,5.0
2118,3,4,3,3,3,3,2,3,3,2,2,3,3,0,0,0,0,21,0,0,False,True,2.7
2119,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,1,0,0,False,True,3.92
2120,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,61,2,0,True,True,2.09
2121,4,4,4,5,4,3,4,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2122,4,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,23,2,0,False,True,2.99
2123,4,4,4,3,4,3,3,3,3,4,3,3,4,1,0,0,0,12,0,0,False,True,3.32
2124,3,3,3,3,3,3,5,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
2125,4,5,4,5,4,3,4,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
2126,4,4,5,5,4,5,4,4,4,4,4,4,4,2,1,0,0,3,1,0,False,True,3.96
2127,4,3,4,4,4,3,3,4,3,3,4,3,3,0,0,0,0,6,0,0,False,True,3.3
2128,3,3,3,3,2,3,3,2,3,3,2,3,3,0,0,0,0,23,1,0,True,True,2.69
2129,4,5,4,4,3,4,4,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2130,5,4,5,5,5,5,5,5,5,5,5,5,5,9,8,6,1,0,0,0,False,True,5.0
2131,3,3,3,3,3,2,3,3,3,3,3,3,2,0,0,0,0,19,2,0,False,True,2.69
2132,5,5,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,3,0,0,False,True,3.94
2133,3,2,3,3,3,2,4,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
2134,4,3,4,3,4,3,3,3,3,3,2,3,3,0,0,0,0,13,0,0,True,True,2.7
2135,3,3,3,4,3,2,3,3,3,3,3,3,3,1,0,0,0,35,0,0,False,True,3.02
2136,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
2137,3,2,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,57,4,0,False,True,2.08
2138,4,4,5,5,4,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
2139,3,3,2,3,2,3,2,2,2,2,2,2,2,0,0,0,0,57,0,0,False,True,2.1
2141,4,3,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,10,2,0,False,True,3.89
2142,3,2,3,4,3,3,2,3,3,2,3,3,2,0,0,0,0,26,2,0,False,True,2.69
2143,3,3,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,63,5,0,False,True,2.08
2144,4,4,3,4,4,3,3,3,3,3,3,3,3,0,0,0,0,33,0,0,False,True,3.0
2145,3,3,2,2,5,3,3,4,4,4,4,4,4,2,1,0,0,6,0,0,False,True,3.97
2146,5,5,4,4,5,4,5,5,5,5,5,5,5,8,6,3,2,0,0,0,False,True,5.0
2147,3,4,4,4,3,2,3,2,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
2148,3,3,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,63,0,0,False,True,2.1
2149,3,3,3,3,2,4,3,3,3,3,3,3,3,0,0,0,0,34,0,0,False,True,3.0
2150,5,5,4,5,4,3,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
2151,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,1,0,0,False,True,3.9
2152,3,3,2,2,3,3,3,3,3,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
2153,4,3,4,4,2,4,4,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
2154,4,4,4,4,4,2,4,3,2,3,3,2,3,0,0,0,0,24,1,0,False,True,2.69
2155,2,2,3,2,2,3,2,2,2,3,2,2,2,0,0,0,0,77,1,0,False,True,2.1
2156,4,4,4,5,4,3,3,4,3,3,4,3,3,0,0,0,0,15,0,0,False,True,3.3
2157,3,3,3,3,3,2,3,3,2,3,3,2,3,0,0,0,0,20,0,0,False,True,2.7
2158,3,4,3,4,3,3,3,3,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
2159,3,5,3,2,3,3,2,3,3,3,3,3,3,0,0,0,0,26,1,0,False,True,3.0
2160,3,4,3,4,3,3,2,3,2,3,3,2,3,0,0,0,0,38,1,0,False,True,2.69
2161,3,2,3,2,2,2,3,2,2,2,2,2,2,0,0,0,0,62,2,0,False,True,2.09
2162,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,70,2,0,False,True,2.09
2163,3,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,66,3,0,False,True,2.08
2164,3,4,3,3,4,4,3,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
2165,5,5,5,5,5,4,5,5,5,5,5,5,5,6,5,0,0,0,0,0,False,True,5.0
2166,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,62,2,0,False,True,2.09
2167,4,4,3,3,3,3,2,3,3,2,3,3,2,0,0,0,0,27,0,0,False,True,2.7
2168,4,5,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2170,3,3,3,4,3,2,3,3,2,3,3,2,3,0,0,0,0,22,0,0,False,True,2.7
2171,3,3,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,61,5,0,False,True,2.08
2172,3,2,3,2,3,2,3,3,2,3,3,2,3,0,0,0,0,20,1,0,True,True,2.69
2173,5,5,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2174,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,73,4,0,False,True,2.08
2175,3,3,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,29,3,0,False,True,2.99
2176,5,4,5,5,4,5,4,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
2177,4,3,5,4,4,3,3,3,3,3,3,3,3,1,0,0,0,20,1,0,True,True,3.02
2178,3,2,3,3,3,4,4,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
2179,5,4,4,5,4,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
2180,4,3,4,5,3,4,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
2181,4,4,5,4,3,3,4,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2182,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,49,1,0,False,True,2.1
2183,3,3,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,62,3,0,False,True,2.08
2184,4,4,4,4,3,4,3,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
2185,3,3,3,3,2,4,3,3,3,3,3,3,3,0,0,0,0,31,1,0,False,True,3.0
2186,3,2,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,61,3,0,False,True,2.08
2187,3,4,2,3,2,3,2,2,2,2,2,2,2,0,0,0,0,78,6,0,False,True,2.07
2188,4,5,4,3,4,3,2,3,3,2,3,3,2,1,0,0,0,21,1,0,True,True,2.71
2189,3,2,3,3,2,4,3,2,3,3,3,3,3,0,0,0,0,12,0,0,False,True,3.0
2190,5,4,4,5,4,4,5,4,4,4,4,4,4,1,0,0,0,1,0,0,False,True,3.92
2191,4,4,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
2192,3,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,73,5,0,False,True,2.08
2193,4,4,4,5,3,4,4,4,4,4,4,4,4,1,0,0,0,1,0,0,False,True,3.92
2194,4,4,4,3,3,3,2,3,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3.0
2195,4,4,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
2196,3,3,3,3,2,3,3,2,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
2197,3,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,13,0,0,False,True,3.0
2198,4,5,4,4,3,3,3,3,3,3,3,3,3,1,0,0,0,26,1,0,False,True,3.02
2199,3,4,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,49,1,0,False,True,2.1
2200,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,13,0,0,False,True,3.05
2201,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,46,3,0,False,True,2.08
2202,3,3,3,3,3,3,2,3,3,2,3,3,2,0,0,0,0,21,2,0,True,True,2.69
2203,3,2,3,3,2,4,3,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
2204,3,4,3,2,2,3,2,2,2,2,2,2,2,0,0,0,0,59,3,0,False,True,2.08
2205,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,58,0,0,False,True,2.1
2206,3,3,2,2,2,2,3,2,2,2,2,2,2,0,0,0,0,79,9,0,False,True,2.06
2207,5,5,5,5,4,5,4,4,4,4,4,4,4,1,1,0,0,4,0,0,False,True,3.95
2208,4,3,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
2209,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,68,0,0,False,True,2.1
2210,4,4,4,4,2,3,3,3,3,3,3,3,3,0,0,0,0,17,1,0,False,True,3.0
2211,4,4,3,3,3,3,3,3,2,3,3,3,3,0,0,0,0,33,0,0,False,True,3.0
2212,3,2,3,4,2,3,3,3,3,3,3,3,3,0,0,0,0,16,1,0,False,True,3.0
2213,4,4,2,3,4,3,4,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
2214,3,3,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,68,7,0,False,True,2.06
2215,5,5,5,5,5,5,5,5,5,5,5,5,5,9,8,6,3,0,0,0,False,True,5.0
2216,4,3,4,4,4,3,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
2217,3,4,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,66,1,0,False,True,2.1
2218,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,61,5,0,False,True,2.08
2219,5,4,5,5,4,5,5,5,5,5,5,5,5,7,5,0,0,0,0,0,False,True,5.0
2220,4,4,5,4,5,4,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
2221,3,2,3,3,2,4,4,3,3,3,3,3,3,0,0,0,0,24,2,0,False,True,2.99
2222,4,2,4,4,2,3,3,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
2223,4,4,3,4,3,4,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2224,5,5,5,5,4,4,4,4,4,4,4,4,4,2,1,0,0,6,0,0,False,True,3.97
2225,4,4,4,4,3,3,4,3,3,4,3,3,3,0,0,0,0,15,0,0,False,True,3.0
2226,4,3,3,4,3,4,3,3,3,3,3,3,3,2,1,0,0,21,0,0,False,True,3.07
2227,3,3,3,3,4,2,3,3,2,3,2,2,3,0,0,0,0,48,0,0,False,True,2.4
2228,3,3,3,2,3,2,2,2,2,2,2,2,2,0,0,0,0,66,2,0,False,True,2.09
2229,5,5,5,5,4,5,4,4,4,4,4,4,4,3,1,0,0,3,0,0,False,True,3.99
2230,5,5,5,5,5,5,4,5,5,5,5,5,5,7,5,0,0,1,0,0,False,True,5.0
2231,4,5,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
2232,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,58,1,0,False,True,2.1
2233,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,63,4,0,False,True,2.08
2234,4,5,4,5,4,2,4,3,3,3,3,3,3,1,0,0,0,26,0,0,False,True,3.02
2235,4,4,4,3,4,2,2,3,3,2,2,3,3,0,0,0,0,24,2,0,False,True,2.69
2236,3,3,4,3,2,2,3,2,2,2,2,2,2,0,0,0,0,60,3,0,False,True,2.08
2237,4,5,3,3,4,2,4,3,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3.0
2238,3,3,2,3,3,2,3,3,2,3,3,2,3,1,1,0,0,29,0,0,False,True,2.75
2239,2,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,59,3,0,True,True,2.08
2240,5,5,4,5,5,4,5,5,5,5,5,5,5,9,5,5,2,0,0,0,False,True,5.0
2241,3,5,2,3,4,2,2,3,2,3,3,2,3,0,0,0,0,26,1,0,False,True,2.69
2242,3,4,2,2,3,3,2,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
2243,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,0,0,1,0,0,False,True,5.0
2244,5,5,4,4,4,4,5,4,4,5,4,4,5,0,0,0,0,3,0,0,False,True,4.2
2245,4,4,3,4,4,3,3,3,4,3,3,3,3,0,0,0,0,14,1,0,False,True,3.0
2246,3,2,2,3,2,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2247,4,4,4,4,5,4,4,4,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
2248,3,4,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
2249,4,4,3,3,4,3,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
2250,5,4,4,4,4,4,5,4,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
2251,3,3,3,4,2,3,3,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
2252,3,3,3,2,3,3,2,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
2253,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,64,6,0,True,True,2.07
2254,3,4,3,2,3,3,2,3,3,2,3,3,2,0,0,0,0,32,0,0,False,True,2.7
2255,3,5,3,2,2,3,3,2,3,3,3,3,2,0,0,0,0,23,3,0,False,True,2.69
2256,2,2,2,2,2,2,3,2,2,2,2,2,2,0,0,0,0,63,3,0,False,True,2.08
