id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,mat2,slo2,ang2,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,retake,passed_year2,year2_overall
2788,5,5,3,3,4,4,4,4,4,4,2,1,0,0,4,0,0,False,True,3.97
2789,5,4,4,4,5,5,4,5,5,4,7,0,0,0,0,0,0,False,True,4.64
2790,3,2,3,3,3,3,3,3,3,3,0,0,0,0,29,2,0,False,True,2.99
2791,3,4,3,3,4,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
2792,3,4,3,3,4,3,3,3,3,3,0,0,0,0,32,1,0,False,True,3.0
2793,3,2,3,4,3,3,3,3,3,3,1,0,0,0,27,2,0,False,True,3.01
2794,3,3,3,4,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
2795,3,2,4,3,2,3,2,2,2,2,0,0,0,0,50,4,0,False,True,2.08
2796,4,4,3,3,4,3,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
2797,3,5,3,4,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
2798,4,3,4,4,5,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
2799,3,4,3,4,3,3,4,3,3,3,0,0,0,0,26,0,0,False,True,3.0
2800,3,4,4,4,3,4,3,3,3,3,0,0,0,0,15,1,0,False,True,3.0
2801,3,2,3,3,2,3,3,2,3,3,0,0,0,0,28,0,0,False,True,2.7
2802,3,3,3,3,3,2,3,3,3,3,0,0,0,0,22,2,0,False,True,2.99
2803,2,2,2,2,2,2,2,2,2,3,0,0,0,0,105,5,0,True,True,2.38
2804,4,3,3,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
2805,3,3,2,2,4,2,2,4,2,3,0,0,0,0,24,0,0,False,True,3.0
2806,4,4,4,4,4,3,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
2807,4,3,4,4,3,3,3,3,4,3,0,0,0,0,16,0,0,False,True,3.3
2808,2,3,2,2,3,2,2,2,2,2,0,0,0,0,67,2,0,False,True,2.09
2809,3,2,4,3,3,3,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
2810,3,2,2,3,3,3,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
2811,2,3,2,2,2,2,2,2,2,2,0,0,0,0,106,4,0,False,True,2.08
2812,5,5,5,5,4,5,5,5,5,5,5,3,1,1,0,0,0,False,True,5.0
2813,5,5,3,4,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
2814,2,2,2,2,2,2,2,2,2,2,0,0,0,0,89,4,0,False,True,2.08
2815,4,3,3,4,3,3,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
2816,4,4,3,4,4,3,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
2817,2,2,2,3,2,2,2,2,2,2,0,0,0,0,66,3,0,False,True,2.08
2818,3,2,4,4,2,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
2819,2,2,3,3,2,2,3,2,2,3,0,0,0,0,68,4,0,False,True,2.38
2820,5,5,4,5,5,5,5,5,5,5,5,1,1,0,0,0,0,False,True,4.96
2821,2,2,2,2,2,2,2,2,2,2,0,0,0,0,115,8,0,False,True,2.06
2822,5,5,4,4,5,4,4,5,4,4,3,1,0,0,2,0,0,False,True,4.29
2823,3,4,3,3,3,2,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
2824,2,2,2,2,2,2,2,3,2,2,0,0,0,0,144,15,1,True,True,2.27
2825,4,3,3,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
2826,5,3,4,5,4,4,5,4,4,4,1,0,0,0,6,0,0,False,True,3.92
2827,4,2,3,3,3,3,3,3,3,3,0,0,0,0,24,2,0,False,True,2.99
2828,3,4,3,3,3,3,2,3,3,3,0,0,0,0,24,1,0,False,True,3.0
2829,2,2,2,3,2,2,2,2,2,2,0,0,0,0,83,7,0,False,True,2.06
2830,3,5,4,4,3,3,3,3,3,3,0,0,0,0,37,0,0,False,True,3.0
2831,2,2,2,2,2,2,2,2,2,2,0,0,0,0,59,7,0,False,True,2.06
2832,3,5,3,4,4,3,3,3,3,3,0,0,0,0,17,0,0,False,True,3.0
2833,2,2,2,3,2,2,3,2,2,2,0,0,0,0,55,7,0,False,True,2.06
2834,3,2,4,4,2,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
2835,4,4,4,4,4,3,4,4,4,4,1,0,0,0,1,0,0,False,True,3.92
2836,5,4,5,5,5,5,4,5,5,5,6,3,0,0,0,0,0,False,True,5.0
2837,4,4,3,4,4,3,4,4,3,4,0,0,0,0,6,0,0,False,True,3.6
2838,2,2,2,2,2,2,2,2,2,2,0,0,0,0,79,5,0,False,True,2.08
2839,2,2,2,3,2,2,2,3,2,3,0,0,0,0,43,4,0,True,True,2.68
2840,3,3,4,4,3,3,3,3,3,3,0,0,0,0,18,1,0,False,True,3.0
2841,2,2,2,2,2,2,2,1,3,2,0,0,0,0,112,8,0,True,False,2.06
2842,3,4,3,3,4,4,3,4,4,4,1,1,0,0,6,0,0,False,True,3.95
2843,5,4,5,5,5,5,5,5,5,5,5,3,2,1,1,0,0,False,True,5.0
2844,3,2,3,3,3,3,3,3,3,3,1,0,0,0,23,0,0,False,True,3.02
2845,2,3,2,2,2,2,2,2,2,2,0,0,0,0,102,2,0,False,True,2.09
2846,2,2,2,3,2,2,2,2,2,2,0,0,0,0,78,4,0,False,True,2.08
2847,3,4,2,2,3,3,3,3,3,3,0,0,0,0,23,2,0,False,True,2.99
2848,3,3,3,3,2,3,3,3,3,3,0,0,0,0,30,3,0,False,True,2.99
2850,3,5,3,4,4,2,3,3,3,3,0,0,0,0,37,1,0,False,True,3.0
2852,3,3,3,3,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
2853,5,5,4,5,5,5,4,5,5,5,5,2,0,0,1,0,0,False,True,4.96
2854,2,3,2,2,2,2,2,2,2,3,0,0,0,0,76,2,0,True,True,2.39
2855,3,2,3,4,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
2856,3,3,4,4,3,3,2,4,2,3,0,0,0,0,24,0,0,True,True,3.0
2857,5,5,5,5,5,5,4,5,5,5,6,1,1,1,0,0,0,False,True,5.0
2858,5,4,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,False,True,4.9
2859,4,3,3,4,4,4,3,4,4,4,3,1,0,0,4,0,0,False,True,3.99
2860,2,3,2,2,2,2,2,2,2,2,0,0,0,0,92,7,0,False,True,2.06
2861,5,5,5,5,5,4,5,5,5,5,5,0,0,0,0,0,0,False,True,4.9
2862,2,3,2,2,2,2,2,2,2,2,0,0,0,0,83,2,0,False,True,2.09
2863,3,3,3,3,2,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
2864,4,3,3,4,4,3,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
2865,5,4,5,5,5,5,4,5,5,5,5,4,3,0,0,0,0,False,True,5.0
2866,2,2,2,2,2,2,2,2,2,3,0,0,0,0,53,6,0,True,True,2.37
2867,4,4,3,3,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
2868,4,5,4,5,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
2869,4,2,4,5,3,3,4,4,3,3,0,0,0,0,15,0,0,False,True,3.3
2870,2,2,2,2,2,2,2,2,2,2,0,0,0,0,95,2,0,False,True,2.09
2871,5,4,4,5,4,3,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2872,5,4,5,5,5,5,5,5,5,5,5,3,3,0,0,0,0,False,True,5.0
2873,4,3,4,5,3,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
2874,3,5,3,3,3,2,2,2,2,2,0,0,0,0,73,5,0,False,True,2.08
2876,3,4,3,3,4,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2877,4,2,4,4,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
2878,5,4,5,5,5,5,4,5,5,5,7,4,4,1,0,0,0,False,True,5.0
2879,3,3,3,4,3,2,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
2880,5,5,3,4,5,4,3,4,4,4,3,0,0,0,6,0,0,False,True,3.96
2881,2,2,2,3,2,2,2,2,2,2,0,0,0,0,106,4,0,False,True,2.08
2882,3,2,3,3,3,4,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
2883,4,3,4,5,3,4,3,3,4,3,0,0,0,0,11,0,0,False,True,3.3
2884,3,2,4,4,2,3,4,3,3,3,0,0,0,0,23,1,0,False,True,3.0
2885,4,4,3,4,4,4,4,4,4,4,0,0,0,0,10,0,0,False,True,3.9
2886,4,3,3,4,4,3,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2887,5,4,4,5,4,4,5,5,4,5,3,0,0,0,2,0,0,False,True,4.56
2888,3,3,3,3,2,4,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2889,5,5,4,5,5,5,5,5,5,5,4,0,0,0,2,0,0,False,True,4.88
2890,4,5,3,4,4,5,4,4,4,4,1,0,0,0,5,1,0,False,True,3.92
2891,3,4,3,3,3,4,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
2892,5,5,4,5,5,4,5,5,5,5,8,4,3,0,0,0,0,False,True,5.0
2893,4,4,4,4,4,3,3,3,3,3,0,0,0,0,17,1,0,False,True,3.0
2894,4,5,4,4,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
2895,2,2,2,3,2,2,2,2,2,2,0,0,0,0,89,1,0,False,True,2.1
2896,2,2,2,2,2,2,2,2,2,2,0,0,0,0,92,9,0,False,True,2.06
2897,5,4,5,5,4,5,4,4,5,4,2,0,0,0,3,0,0,False,True,4.24
2898,5,4,4,5,4,5,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
2899,5,3,4,4,4,5,5,5,5,5,4,2,2,0,0,0,0,False,True,5.0
2900,2,2,2,2,2,2,2,2,2,2,0,0,0,0,84,2,0,False,True,2.09
2901,3,4,3,3,4,3,3,3,3,3,0,0,0,0,34,0,0,False,True,3.0
2902,5,4,4,4,4,4,5,4,4,5,1,0,0,0,4,0,0,False,True,4.22
2903,2,3,2,2,3,2,2,2,2,2,0,0,0,0,102,8,0,False,True,2.06
2904,4,2,3,4,4,3,4,4,3,4,0,0,0,0,6,0,0,False,True,3.6
2905,5,4,5,5,4,5,5,5,5,5,10,4,3,1,2,0,0,False,True,5.0
2906,2,3,2,2,3,2,2,2,2,2,0,0,0,0,78,5,0,False,True,2.08
2907,5,3,5,5,4,5,5,5,5,5,6,1,1,0,0,0,0,False,True,4.98
2908,5,5,4,4,5,4,4,5,4,4,1,1,0,0,3,0,0,False,True,4.25
2909,2,2,2,2,2,2,2,3,2,1,0,0,0,0,54,1,0,True,False,2.1
2910,3,4,3,3,3,2,2,2,2,2,0,0,0,0,64,2,0,False,True,2.09
2911,3,5,3,3,4,2,2,3,3,3,0,0,0,0,19,1,0,False,True,3.0
2912,3,3,2,3,3,2,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
2913,4,4,3,4,4,3,4,4,4,4,1,1,0,0,10,0,0,False,True,3.95
2914,5,5,4,4,5,5,5,5,5,5,4,2,2,0,0,0,0,False,True,5.0
2915,4,5,4,4,4,4,4,2,5,5,0,0,0,0,11,0,0,True,True,3.9
2916,3,3,3,3,3,2,3,3,3,3,0,0,0,0,30,3,0,False,True,2.99
2917,3,2,3,3,3,3,2,3,3,3,0,0,0,0,27,0,0,False,True,3.0
2918,5,4,5,5,4,5,4,4,4,4,3,0,0,0,4,0,0,False,True,3.96
2919,3,4,3,3,3,3,3,3,3,3,1,0,0,0,13,0,0,False,True,3.02
2920,4,4,4,4,4,4,5,4,4,5,3,0,0,0,4,0,0,False,True,4.26
2921,5,5,5,5,5,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
2922,2,2,2,3,2,2,2,2,2,2,0,0,0,0,88,6,0,False,True,2.07
2923,4,5,3,4,4,3,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2925,2,3,2,2,2,2,2,2,1,3,0,0,0,0,82,4,0,True,False,2.08
2926,3,2,4,3,2,3,2,2,3,2,0,0,0,0,57,2,0,False,True,2.39
2927,3,5,3,3,3,4,3,3,3,3,2,0,0,0,15,0,0,False,True,3.04
2928,4,3,3,4,3,3,3,3,3,3,0,0,0,0,26,1,0,False,True,3.0
2929,3,3,3,3,2,2,2,2,2,2,0,0,0,0,71,8,0,False,True,2.06
2930,2,2,2,2,2,2,2,2,2,2,0,0,0,0,69,5,0,False,True,2.08
2931,4,2,3,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
2932,2,2,2,3,2,2,2,2,2,2,0,0,0,0,110,10,1,True,True,2.0
2933,3,5,4,3,3,3,3,3,3,3,0,0,0,0,15,1,0,False,True,3.0
2934,2,2,2,2,2,3,2,2,2,2,0,0,0,0,66,2,0,False,True,2.09
2935,3,3,2,2,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
2936,2,3,2,2,2,2,2,2,2,2,0,0,0,0,107,5,0,False,True,2.08
2937,5,3,4,5,5,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
2938,5,5,4,5,5,4,5,5,5,5,4,3,2,2,0,0,0,False,True,5.0
2939,3,3,3,4,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
2940,5,4,4,5,4,5,5,5,5,5,6,3,2,0,0,0,0,False,True,5.0
2941,3,2,3,3,2,3,3,3,3,3,0,0,0,0,40,2,0,False,True,2.99
2942,4,3,4,5,4,3,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
2943,4,4,4,4,3,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
2944,2,2,2,2,2,2,2,2,2,3,0,0,0,0,70,6,0,True,True,2.37
2945,4,4,3,4,3,4,4,4,4,4,1,1,0,0,1,0,0,False,True,3.95
2946,5,4,5,5,5,5,5,5,5,5,4,1,1,1,0,0,0,False,True,4.99
2947,3,3,4,4,2,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
2948,3,2,3,3,3,3,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
2949,5,5,4,4,4,5,4,4,4,4,1,1,0,0,4,0,0,False,True,3.95
2950,4,5,4,5,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
2951,2,3,3,2,2,3,2,2,2,2,0,0,0,0,136,11,1,True,True,2.0
2952,3,2,4,4,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
2953,5,4,5,5,5,4,4,4,4,4,1,1,0,0,3,0,0,False,True,3.95
2954,4,5,4,4,3,5,4,3,4,4,0,0,0,0,11,0,0,False,True,3.6
2955,3,4,3,4,3,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3.0
2956,5,5,4,4,5,5,4,5,5,5,7,4,4,2,0,0,0,False,True,5.0
2957,4,4,3,4,5,3,4,4,4,4,0,0,0,0,1,0,0,False,True,3.9
2958,5,5,5,5,5,4,5,5,5,5,7,3,1,0,0,0,0,False,True,5.0
2959,2,2,2,2,2,2,2,2,3,2,0,0,0,0,103,5,0,True,True,2.38
2960,4,4,3,3,4,3,3,3,3,3,0,0,0,0,24,2,0,False,True,2.99
2961,4,5,4,4,5,4,3,4,4,4,0,0,0,0,6,0,0,False,True,3.9
2962,4,5,4,4,4,5,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
2963,2,2,2,2,2,2,2,2,2,2,0,0,0,0,101,5,0,False,True,2.08
2964,5,4,4,5,5,5,5,5,5,5,8,4,3,2,1,0,0,False,True,5.0
2965,5,5,5,5,5,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
2966,2,2,2,3,2,2,2,2,2,2,0,0,0,0,99,2,0,False,True,2.09
2967,3,5,3,3,4,3,3,3,3,3,1,0,0,0,14,0,0,False,True,3.02
2968,4,4,4,4,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
2969,5,5,5,5,5,5,5,5,5,5,6,4,3,0,0,0,0,False,True,5.0
2970,3,3,3,3,3,4,3,3,4,3,0,0,0,0,17,0,0,False,True,3.3
2971,3,2,4,4,2,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
2972,4,3,3,4,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
2973,2,2,2,2,2,2,2,2,2,2,0,0,0,0,165,8,0,True,True,2.06
2974,5,5,5,5,4,4,5,2,4,5,0,0,0,0,12,0,0,True,True,3.6
2975,3,3,3,3,4,2,2,3,3,3,1,0,0,0,28,0,0,False,True,3.02
2976,2,2,2,2,2,2,2,2,2,3,0,0,0,0,71,5,0,True,True,2.38
2977,3,2,3,4,2,3,3,3,3,3,0,0,0,0,25,2,0,False,True,2.99
2978,3,3,4,3,3,3,2,3,3,3,0,0,0,0,23,0,0,False,True,3.0
2979,5,5,5,5,5,4,5,5,5,5,5,1,0,0,0,0,0,False,True,4.93
2980,2,2,2,3,2,2,2,2,2,2,0,0,0,0,102,9,0,False,True,2.06
2981,2,2,2,3,2,2,3,2,2,2,0,0,0,0,145,7,0,True,True,2.06
2982,5,5,4,5,5,5,5,5,5,5,7,2,1,0,0,0,0,False,True,5.0
2983,5,3,4,4,5,5,5,5,5,5,6,3,3,2,0,0,0,False,True,5.0
2984,2,2,2,2,2,2,2,3,2,2,0,0,0,0,93,2,0,True,True,2.39
2985,3,2,3,3,3,3,2,3,3,3,0,0,0,0,34,1,0,False,True,3.0
2986,3,3,3,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
2987,3,2,2,3,2,2,3,2,2,2,0,0,0,0,75,8,0,False,True,2.06
2988,2,3,2,3,2,2,2,2,2,2,0,0,0,0,93,2,0,False,True,2.09
2989,3,3,3,3,3,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
2990,2,2,2,2,2,2,2,2,2,2,0,0,0,0,75,4,0,False,True,2.08
2991,3,5,3,3,4,2,2,4,3,3,0,0,0,0,12,1,0,False,True,3.29
2992,4,4,3,4,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
2993,4,3,4,4,3,3,4,3,3,3,0,0,0,0,20,0,0,False,True,3.0
2994,3,4,2,3,4,2,3,3,3,3,0,0,0,0,17,0,0,False,True,3.0
2995,5,5,4,5,5,4,4,4,4,4,2,0,0,0,10,0,0,False,True,3.94
2996,3,4,3,3,3,3,3,3,3,3,1,0,0,0,26,1,0,False,True,3.02
2997,2,2,2,2,2,2,2,2,2,2,0,0,0,0,137,10,1,True,True,2.0
2998,3,4,3,3,3,2,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
2999,2,2,2,3,2,2,2,2,2,2,0,0,0,0,100,7,0,False,True,2.06
3000,4,3,3,4,3,4,4,4,4,4,3,0,0,0,5,0,0,False,True,3.96
3001,3,3,4,4,3,4,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
3002,4,2,3,3,3,4,3,3,3,3,1,0,0,0,20,0,0,False,True,3.02
3003,4,4,3,4,3,3,4,3,3,4,0,0,0,0,17,0,0,False,True,3.3
3004,3,2,3,3,2,3,3,2,3,3,0,0,0,0,27,0,0,False,True,2.7
3005,4,4,3,4,4,3,4,4,4,4,2,0,0,0,7,0,0,False,True,3.94
3006,4,3,3,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
3007,3,4,3,3,4,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
3008,2,2,2,2,3,2,2,2,2,2,0,0,0,0,87,7,0,False,True,2.06
3009,3,3,3,3,2,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
3010,3,2,3,3,3,2,2,2,2,2,0,0,0,0,88,5,0,False,True,2.08
3011,3,5,3,3,3,2,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
3012,3,2,3,3,2,3,3,3,3,3,0,0,0,0,37,2,0,False,True,2.99
3013,4,3,4,4,3,3,4,3,3,3,0,0,0,0,22,0,0,False,True,3.0
3014,2,2,2,2,2,2,2,2,2,2,0,0,0,0,95,10,1,False,True,2.0
3015,3,3,3,3,3,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3.0
3016,4,3,3,5,3,3,4,3,3,3,1,0,0,0,23,0,0,False,True,3.02
3017,4,2,3,3,3,4,3,3,3,3,0,0,0,0,17,1,0,False,True,3.0
3018,5,4,5,5,4,5,5,5,5,5,5,1,0,0,0,0,0,False,True,4.93
3019,4,4,3,3,4,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
3020,2,2,2,2,2,2,2,2,2,3,0,0,0,0,87,6,0,True,True,2.37
3021,2,2,3,3,2,2,2,2,2,2,0,0,0,0,95,5,0,False,True,2.08
3022,3,2,3,4,3,2,3,3,3,3,0,0,0,0,31,2,0,False,True,2.99
3023,2,3,2,2,2,2,2,2,2,2,0,0,0,0,59,1,0,False,True,2.1
3024,3,4,3,4,3,3,3,3,3,3,1,0,0,0,22,0,0,False,True,3.02
3025,4,5,4,5,4,4,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
3026,3,5,3,4,3,3,3,3,3,3,1,0,0,0,25,1,0,False,True,3.02
3027,3,4,3,3,4,3,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
3028,3,3,2,3,2,3,3,3,3,3,1,0,0,0,14,0,0,False,True,3.02
3029,4,5,4,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
3030,3,4,3,3,3,3,2,3,3,3,0,0,0,0,30,0,0,False,True,3.0
3031,3,4,3,3,3,4,2,3,4,3,0,0,0,0,25,1,0,False,True,3.29
3032,3,2,3,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
3033,5,5,4,5,5,5,5,5,5,5,4,1,1,1,1,0,0,False,True,4.99
3034,3,2,3,3,2,3,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
3035,2,2,2,2,2,2,2,2,2,2,0,0,0,0,77,3,0,False,True,2.08
3036,4,2,4,4,3,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
3037,5,5,4,5,5,4,5,4,4,4,0,0,0,0,7,2,0,False,True,3.89
3038,5,3,5,5,4,5,4,4,4,4,2,1,0,0,2,0,0,False,True,3.97
3039,5,5,5,5,4,5,4,4,4,4,4,0,0,0,7,0,0,False,True,3.98
3040,3,4,3,3,4,3,2,3,3,3,1,0,0,0,13,0,0,False,True,3.02
3041,3,3,3,3,3,3,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
3042,4,3,4,4,3,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
3043,4,4,3,4,3,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
3044,3,3,3,3,2,3,2,2,3,2,0,0,0,0,66,4,0,False,True,2.38
3045,3,3,3,3,3,2,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
3046,3,3,3,3,2,3,3,3,3,3,0,0,0,0,28,2,0,False,True,2.99
3047,2,2,2,2,2,2,2,2,2,2,0,0,0,0,76,3,0,False,True,2.08
3048,5,4,4,5,5,4,5,5,5,5,4,0,0,0,2,0,0,False,True,4.88
3049,3,2,4,4,2,4,3,2,3,3,0,0,0,0,23,0,0,False,True,2.7
3050,4,5,2,4,4,3,3,4,3,3,0,0,0,0,19,0,0,False,True,3.3
3051,5,4,5,5,4,5,5,5,5,5,6,2,1,1,0,0,0,False,True,5.0
3052,3,2,4,4,3,4,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
3053,2,2,2,2,2,2,2,2,2,2,0,0,0,0,113,7,0,True,True,2.06
3054,3,4,4,4,3,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
3055,4,4,3,4,4,3,4,4,4,4,2,0,0,0,7,0,0,False,True,3.94
3056,4,3,4,4,3,4,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
3057,4,3,3,4,3,4,5,3,4,4,1,0,0,0,11,0,0,False,True,3.62
3058,5,5,5,5,5,5,4,5,5,5,5,2,1,0,0,0,0,False,True,4.99
3059,4,4,3,3,4,3,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
3060,4,4,3,4,3,3,4,2,3,3,0,0,0,0,25,0,0,True,True,2.7
3061,4,3,3,5,4,4,4,4,4,4,0,0,0,0,8,0,0,False,True,3.9
3062,4,3,3,4,3,3,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
3063,4,5,3,4,4,4,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
3064,5,4,4,4,4,4,4,4,4,4,1,0,0,0,10,0,0,False,True,3.92
3065,5,5,4,5,5,5,4,5,5,5,7,3,2,0,0,0,0,False,True,5.0
3066,2,2,2,2,2,2,2,2,2,3,0,0,0,0,62,5,0,True,True,2.38
3067,2,2,2,2,2,2,2,2,2,2,0,0,0,0,101,8,0,True,True,2.06
3068,2,2,2,2,2,2,2,2,2,2,0,0,0,0,127,13,1,True,True,1.99
3069,4,5,3,3,4,3,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
3070,4,5,3,4,3,3,4,3,3,3,0,0,0,0,19,1,0,False,True,3.0
3071,3,4,3,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
3072,5,5,5,5,5,5,4,5,5,5,4,0,0,0,1,0,0,False,True,4.88
3073,5,5,4,4,5,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
3074,3,3,4,4,3,3,4,3,3,3,0,0,0,0,37,1,0,False,True,3.0
3075,3,4,2,2,3,3,3,3,3,3,0,0,0,0,19,1,0,False,True,3.0
3076,5,4,4,4,3,5,5,4,4,5,2,0,0,0,2,0,0,False,True,4.24
3077,2,5,2,2,3,2,2,2,2,2,0,0,0,0,94,6,0,True,True,2.07
3078,3,3,2,2,3,2,2,2,2,2,0,0,0,0,104,7,0,False,True,2.06
3079,5,4,4,4,5,5,5,5,5,5,5,0,0,0,0,0,0,False,True,4.9
3080,2,2,2,2,2,2,2,2,2,2,0,0,0,0,110,4,0,False,True,2.08
3081,3,2,3,3,2,4,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
3082,2,2,2,2,2,2,2,2,2,2,0,0,0,0,82,3,0,False,True,2.08
3083,3,5,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
3084,3,4,2,3,3,3,3,3,3,3,0,0,0,0,31,2,0,False,True,2.99
3085,2,2,2,2,2,2,2,2,2,2,0,0,0,0,92,9,0,False,True,2.06
3086,3,2,4,4,2,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
3087,3,5,4,4,3,3,3,3,3,3,0,0,0,0,29,1,0,False,True,3.0
3088,3,2,4,4,3,3,3,4,2,4,0,0,0,0,25,0,0,True,True,3.3
3089,3,3,3,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
3090,3,2,4,4,3,3,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
3091,3,2,3,3,2,3,3,3,3,3,0,0,0,0,33,0,0,False,True,3.0
3092,2,2,2,2,2,2,2,2,3,3,0,0,0,0,70,2,0,True,True,2.69
3093,2,2,2,2,2,2,2,2,2,2,0,0,0,0,101,6,0,True,True,2.07
3094,2,3,2,2,2,2,2,2,2,2,0,0,0,0,100,4,0,False,True,2.08
3095,2,2,2,2,2,2,2,2,2,2,0,0,0,0,85,8,0,False,True,2.06
3096,5,5,4,4,5,5,5,5,5,5,4,1,0,0,0,0,0,False,True,4.91
3097,4,2,4,4,3,4,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
3098,3,2,3,3,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
3099,5,4,5,5,4,5,5,5,5,5,4,0,0,0,0,0,0,False,True,4.88
